id_grupo;data_assembleia;tipo_lance;percentual_lance;valor_lance;qtd_contemplados
54;2025-05-15;Lance Embutido;58.1;86859.50;3
54;2025-05-15;Lance Fixo;30;44850.00;2
54;2025-06-15;Lance Livre;58.4;87308.00;3
54;2025-06-15;Lance Embutido;48.03;71804.85;2
54;2025-06-15;Lance Fixo;30;44850.00;1
54;2025-07-15;Lance Livre;50.2;86306.35;2
54;2025-07-15;Lance Embutido;55.38;95212.07;3
54;2025-07-15;Lance Fixo;30;51577.50;3
54;2025-08-15;Lance Livre;56.3;96793.77;3
54;2025-08-15;Lance Embutido;48.57;83503.97;2
54;2025-08-15;Lance Fixo;30;51577.50;2
54;2025-09-15;Lance Livre;56.27;96742.20;3
54;2025-09-15;Lance Embutido;57.86;99475.80;5
54;2025-09-15;Lance Fixo;30;51577.50;3
55;2024-05-15;Lance Livre;75.42;98046.00;1
55;2024-05-15;Lance Embutido;87.91;114283.00;1
55;2024-05-15;Lance Fixo;30;39000.00;1
55;2024-06-15;Lance Livre;93.09;121017.00;1
55;2024-06-15;Lance Embutido;77.32;100516.00;1
55;2024-06-15;Lance Fixo;30;39000.00;1
55;2024-07-15;Lance Livre;79.14;102882.00;1
55;2024-07-15;Lance Embutido;75.6;98280.00;1
55;2024-07-15;Lance Fixo;30;39000.00;1
55;2024-08-15;Lance Livre;59.83;77779.00;2
55;2024-08-15;Lance Embutido;71.82;93366.00;1
55;2024-08-15;Lance Fixo;30;39000.00;3
55;2024-09-15;Lance Livre;62.72;81536.00;3
55;2024-09-15;Lance Embutido;69.45;90285.00;2
55;2024-09-15;Lance Fixo;30;39000.00;2
55;2024-10-15;Lance Livre;59.58;77454.00;3
55;2024-10-15;Lance Embutido;55.8;72540.00;2
55;2024-10-15;Lance Fixo;30;39000.00;2
55;2024-11-15;Lance Livre;71;92300.00;3
55;2024-11-15;Lance Embutido;59.53;77389.00;3
55;2024-11-15;Lance Fixo;30;39000.00;2
55;2024-12-15;Lance Livre;55.7;72410.00;3
55;2024-12-15;Lance Embutido;59.37;77181.00;3
55;2024-12-15;Lance Fixo;30;39000.00;1
55;2025-01-15;Lance Livre;54.58;70954.00;2
55;2025-01-15;Lance Embutido;56.39;73307.00;3
55;2025-01-15;Lance Fixo;30;39000.00;2
55;2025-02-15;Lance Livre;58.04;75452.00;3
55;2025-02-15;Lance Embutido;66.36;86268.00;3
55;2025-02-15;Lance Fixo;30;39000.00;1
55;2025-03-15;Lance Livre;57.27;74451.00;1
55;2025-03-15;Lance Embutido;54.81;71253.00;1
55;2025-03-15;Lance Fixo;30;39000.00;2
55;2025-04-15;Lance Livre;65.59;85267.00;3
55;2025-04-15;Lance Embutido;71.62;93106.00;1
55;2025-04-15;Lance Fixo;30;39000.00;1
55;2025-05-15;Lance Livre;56.74;84826.30;2
55;2025-05-15;Lance Embutido;59.21;88518.95;5
55;2025-05-15;Lance Fixo;30;44850.00;3
55;2025-06-15;Lance Livre;52.6;78637.00;4
55;2025-06-15;Lance Embutido;57.58;86082.10;5
55;2025-06-15;Lance Fixo;30;44850.00;2
55;2025-07-15;Lance Livre;53.78;80401.10;2
55;2025-07-15;Lance Embutido;48.85;73030.75;3
55;2025-07-15;Lance Fixo;30;44850.00;3
55;2025-08-15;Lance Livre;48.51;72522.45;5
55;2025-08-15;Lance Embutido;49.78;74421.10;4
55;2025-08-15;Lance Fixo;30;44850.00;1
55;2025-09-15;Lance Livre;57.17;85469.15;2
55;2025-09-15;Lance Embutido;50.97;76200.15;5
55;2025-09-15;Lance Fixo;30;44850.00;2
56;2024-05-15;Lance Livre;81.35;105755.00;1
56;2024-05-15;Lance Embutido;75.51;98163.00;1
56;2024-05-15;Lance Fixo;30;39000.00;1
56;2024-06-15;Lance Livre;91.74;119262.00;1
56;2024-06-15;Lance Embutido;90.03;117039.00;1
56;2024-06-15;Lance Fixo;30;39000.00;1
56;2024-07-15;Lance Livre;91.19;118547.00;1
56;2024-07-15;Lance Embutido;76.16;99008.00;1
56;2024-07-15;Lance Fixo;30;39000.00;1
56;2024-08-15;Lance Livre;69.47;90311.00;1
56;2024-08-15;Lance Embutido;65.28;84864.00;2
56;2024-08-15;Lance Fixo;30;39000.00;1
56;2024-09-15;Lance Livre;63.76;82888.00;3
56;2024-09-15;Lance Embutido;58.43;75959.00;2
56;2024-09-15;Lance Fixo;30;39000.00;1
56;2024-10-15;Lance Livre;69.63;90519.00;3
56;2024-10-15;Lance Embutido;59.49;77337.00;1
56;2024-10-15;Lance Fixo;30;39000.00;1
56;2024-11-15;Lance Livre;61.55;80015.00;2
56;2024-11-15;Lance Embutido;57.22;74386.00;2
56;2024-11-15;Lance Fixo;30;39000.00;2
56;2024-12-15;Lance Livre;74.68;97084.00;3
56;2024-12-15;Lance Embutido;71.78;93314.00;3
56;2024-12-15;Lance Fixo;30;39000.00;1
56;2025-01-15;Lance Livre;66.89;86957.00;3
56;2025-01-15;Lance Embutido;61.6;80080.00;3
56;2025-01-15;Lance Fixo;30;39000.00;1
56;2025-02-15;Lance Livre;56.61;73593.00;1
56;2025-02-15;Lance Embutido;64.47;83811.00;1
56;2025-02-15;Lance Fixo;30;39000.00;3
56;2025-03-15;Lance Livre;66.62;86606.00;2
56;2025-03-15;Lance Embutido;57.86;75218.00;1
56;2025-03-15;Lance Fixo;30;39000.00;2
56;2025-04-15;Lance Livre;70.72;91936.00;1
56;2025-04-15;Lance Embutido;55.24;71812.00;2
56;2025-04-15;Lance Fixo;30;39000.00;3
56;2025-05-15;Lance Livre;48.5;72507.50;4
56;2025-05-15;Lance Embutido;51.4;76843.00;5
56;2025-05-15;Lance Fixo;30;44850.00;3
56;2025-06-15;Lance Livre;51.8;77441.00;5
56;2025-06-15;Lance Embutido;57.89;86545.55;3
56;2025-06-15;Lance Fixo;30;44850.00;1
56;2025-07-15;Lance Livre;48.6;72657.00;5
56;2025-07-15;Lance Embutido;51.95;77665.25;3
56;2025-07-15;Lance Fixo;30;44850.00;2
56;2025-08-15;Lance Livre;56.4;84318.00;5
56;2025-08-15;Lance Embutido;57.88;86530.60;2
56;2025-08-15;Lance Fixo;30;44850.00;1
56;2025-09-15;Lance Livre;48.38;72328.10;4
56;2025-09-15;Lance Embutido;57.01;85229.95;4
56;2025-09-15;Lance Fixo;30;44850.00;1
57;2024-05-15;Lance Livre;94.41;122733.00;1
57;2024-05-15;Lance Embutido;90.67;117871.00;1
57;2024-05-15;Lance Fixo;30;39000.00;1
57;2024-06-15;Lance Livre;85.58;111254.00;1
57;2024-06-15;Lance Embutido;87.75;114075.00;1
57;2024-06-15;Lance Fixo;30;39000.00;1
57;2024-07-15;Lance Livre;93.36;121368.00;1
57;2024-07-15;Lance Embutido;94.5;122850.00;1
57;2024-07-15;Lance Fixo;30;39000.00;1
57;2024-08-15;Lance Livre;64.33;83629.00;3
57;2024-08-15;Lance Embutido;67.63;87919.00;1
57;2024-08-15;Lance Fixo;30;39000.00;3
57;2024-09-15;Lance Livre;61.3;79690.00;3
57;2024-09-15;Lance Embutido;55.26;71838.00;3
57;2024-09-15;Lance Fixo;30;39000.00;2
57;2024-10-15;Lance Livre;60.73;78949.00;2
57;2024-10-15;Lance Embutido;54.27;70551.00;1
57;2024-10-15;Lance Fixo;30;39000.00;3
57;2024-11-15;Lance Livre;62.29;80977.00;1
57;2024-11-15;Lance Embutido;74.45;96785.00;3
57;2024-11-15;Lance Fixo;30;39000.00;3
57;2024-12-15;Lance Livre;67.06;87178.00;2
57;2024-12-15;Lance Embutido;54.2;70460.00;3
57;2024-12-15;Lance Fixo;30;39000.00;2
57;2025-01-15;Lance Livre;60.06;78078.00;2
57;2025-01-15;Lance Embutido;66.33;86229.00;2
57;2025-01-15;Lance Fixo;30;39000.00;2
57;2025-02-15;Lance Livre;62.5;81250.00;2
57;2025-02-15;Lance Embutido;57.24;74412.00;2
57;2025-02-15;Lance Fixo;30;39000.00;3
57;2025-03-15;Lance Livre;72.09;93717.00;2
57;2025-03-15;Lance Embutido;65.49;85137.00;2
57;2025-03-15;Lance Fixo;30;39000.00;1
57;2025-04-15;Lance Livre;56.5;73450.00;1
57;2025-04-15;Lance Embutido;57.65;74945.00;2
57;2025-04-15;Lance Fixo;30;39000.00;2
57;2025-05-15;Lance Livre;53.91;80595.45;4
57;2025-05-15;Lance Embutido;51.26;76633.70;5
57;2025-05-15;Lance Fixo;30;44850.00;3
57;2025-06-15;Lance Livre;59.18;88474.10;3
57;2025-06-15;Lance Embutido;55.7;83271.50;3
57;2025-06-15;Lance Fixo;30;44850.00;1
57;2025-07-15;Lance Livre;59.86;89490.70;4
57;2025-07-15;Lance Embutido;48.1;71909.50;5
57;2025-07-15;Lance Fixo;30;44850.00;2
57;2025-08-15;Lance Livre;51.63;77186.85;4
57;2025-08-15;Lance Embutido;59.03;88249.85;2
57;2025-08-15;Lance Fixo;30;44850.00;2
57;2025-09-15;Lance Livre;58.8;87906.00;4
57;2025-09-15;Lance Embutido;49.39;73838.05;5
57;2025-09-15;Lance Fixo;30;44850.00;1
58;2025-01-15;Lance Livre;92.61;120393.00;1
58;2025-01-15;Lance Embutido;82.05;106665.00;1
58;2025-01-15;Lance Fixo;30;39000.00;1
58;2025-02-15;Lance Livre;90.3;117390.00;1
58;2025-02-15;Lance Embutido;76.33;99229.00;1
58;2025-02-15;Lance Fixo;30;39000.00;1
58;2025-03-15;Lance Livre;91.47;118911.00;1
58;2025-03-15;Lance Embutido;77.47;100711.00;1
58;2025-03-15;Lance Fixo;30;39000.00;1
58;2025-04-15;Lance Livre;62.61;81393.00;1
58;2025-04-15;Lance Embutido;54.69;71097.00;3
58;2025-04-15;Lance Fixo;30;39000.00;1
58;2025-05-15;Lance Livre;67.33;87529.00;1
58;2025-05-15;Lance Embutido;58.33;75829.00;2
58;2025-05-15;Lance Fixo;30;39000.00;2
58;2025-06-15;Lance Livre;71.14;92482.00;2
58;2025-06-15;Lance Embutido;56.73;73749.00;3
58;2025-06-15;Lance Fixo;30;39000.00;2
58;2025-07-15;Lance Livre;67.4;87620.00;3
58;2025-07-15;Lance Embutido;72.34;94042.00;1
58;2025-07-15;Lance Fixo;30;39000.00;1
58;2025-08-15;Lance Livre;60.71;78923.00;3
58;2025-08-15;Lance Embutido;74.42;96746.00;1
58;2025-08-15;Lance Fixo;30;39000.00;2
58;2025-09-15;Lance Livre;63.84;82992.00;3
58;2025-09-15;Lance Embutido;62.37;81081.00;2
58;2025-09-15;Lance Fixo;30;39000.00;1
59;2025-01-15;Lance Livre;85.92;111696.00;1
59;2025-01-15;Lance Embutido;75.18;97734.00;1
59;2025-01-15;Lance Fixo;30;39000.00;1
59;2025-02-15;Lance Livre;92.31;120003.00;1
59;2025-02-15;Lance Embutido;83.83;108979.00;1
59;2025-02-15;Lance Fixo;30;39000.00;1
59;2025-03-15;Lance Livre;90.74;117962.00;1
59;2025-03-15;Lance Embutido;88.01;114413.00;1
59;2025-03-15;Lance Fixo;30;39000.00;1
59;2025-04-15;Lance Livre;74.38;96694.00;2
59;2025-04-15;Lance Embutido;54.84;71292.00;2
59;2025-04-15;Lance Fixo;30;39000.00;1
59;2025-05-15;Lance Livre;63.65;82745.00;3
59;2025-05-15;Lance Embutido;67.62;87906.00;3
59;2025-05-15;Lance Fixo;30;39000.00;3
59;2025-06-15;Lance Livre;68.01;88413.00;2
59;2025-06-15;Lance Embutido;74.02;96226.00;2
59;2025-06-15;Lance Fixo;30;39000.00;2
59;2025-07-15;Lance Livre;61.22;79586.00;3
59;2025-07-15;Lance Embutido;54.74;71162.00;1
59;2025-07-15;Lance Fixo;30;39000.00;3
59;2025-08-15;Lance Livre;57.59;74867.00;1
59;2025-08-15;Lance Embutido;70.02;91026.00;1
59;2025-08-15;Lance Fixo;30;39000.00;2
59;2025-09-15;Lance Livre;61.55;80015.00;2
59;2025-09-15;Lance Embutido;73.82;95966.00;3
59;2025-09-15;Lance Fixo;30;39000.00;3
60;2025-01-15;Lance Livre;86.82;112866.00;1
60;2025-01-15;Lance Embutido;82.63;107419.00;1
60;2025-01-15;Lance Fixo;30;39000.00;1
60;2025-02-15;Lance Livre;80.79;105027.00;1
60;2025-02-15;Lance Embutido;90.55;117715.00;1
60;2025-02-15;Lance Fixo;30;39000.00;1
60;2025-03-15;Lance Livre;78.95;102635.00;1
60;2025-03-15;Lance Embutido;85.54;111202.00;1
60;2025-03-15;Lance Fixo;30;39000.00;1
60;2025-04-15;Lance Livre;69.8;90740.00;3
60;2025-04-15;Lance Embutido;57.96;75348.00;2
60;2025-04-15;Lance Fixo;30;39000.00;2
60;2025-05-15;Lance Livre;55.25;71825.00;3
60;2025-05-15;Lance Embutido;64.9;84370.00;2
60;2025-05-15;Lance Fixo;30;39000.00;1
60;2025-06-15;Lance Livre;66.5;86450.00;3
60;2025-06-15;Lance Embutido;54.24;70512.00;2
60;2025-06-15;Lance Fixo;30;39000.00;3
60;2025-07-15;Lance Livre;59.73;77649.00;3
60;2025-07-15;Lance Embutido;72.37;94081.00;2
60;2025-07-15;Lance Fixo;30;39000.00;2
60;2025-08-15;Lance Livre;73.74;95862.00;2
60;2025-08-15;Lance Embutido;71.96;93548.00;3
60;2025-08-15;Lance Fixo;30;39000.00;2
60;2025-09-15;Lance Livre;66.77;86801.00;2
60;2025-09-15;Lance Embutido;68.68;89284.00;3
60;2025-09-15;Lance Fixo;30;39000.00;3
61;2022-05-15;Lance Livre;78.99;126384.00;1
61;2022-05-15;Lance Embutido;84.54;135264.00;1
61;2022-05-15;Lance Fixo;30;48000.00;1
61;2022-06-15;Lance Livre;75.6;120960.00;1
61;2022-06-15;Lance Embutido;91.35;146160.00;1
61;2022-06-15;Lance Fixo;30;48000.00;1
61;2022-07-15;Lance Livre;84.23;134768.00;1
61;2022-07-15;Lance Embutido;85.85;137360.00;1
61;2022-07-15;Lance Fixo;30;48000.00;1
61;2022-08-15;Lance Livre;72.94;116704.00;1
61;2022-08-15;Lance Embutido;74.14;118624.00;3
61;2022-08-15;Lance Fixo;30;48000.00;1
61;2022-09-15;Lance Livre;57.28;91648.00;1
61;2022-09-15;Lance Embutido;65.58;104928.00;3
61;2022-09-15;Lance Fixo;30;48000.00;2
61;2022-10-15;Lance Livre;74.38;119008.00;3
61;2022-10-15;Lance Embutido;65.3;104480.00;1
61;2022-10-15;Lance Fixo;30;48000.00;3
61;2022-11-15;Lance Livre;56.92;91072.00;2
61;2022-11-15;Lance Embutido;62.67;100272.00;2
61;2022-11-15;Lance Fixo;30;48000.00;2
61;2022-12-15;Lance Livre;59.92;95872.00;3
61;2022-12-15;Lance Embutido;69.02;110432.00;3
61;2022-12-15;Lance Fixo;30;48000.00;3
61;2023-01-15;Lance Livre;56.07;89712.00;1
61;2023-01-15;Lance Embutido;54.7;87520.00;1
61;2023-01-15;Lance Fixo;30;48000.00;2
61;2023-02-15;Lance Livre;65.79;105264.00;1
61;2023-02-15;Lance Embutido;68.02;108832.00;3
61;2023-02-15;Lance Fixo;30;48000.00;2
61;2023-03-15;Lance Livre;65.49;104784.00;1
61;2023-03-15;Lance Embutido;61.82;98912.00;3
61;2023-03-15;Lance Fixo;30;48000.00;1
61;2023-04-15;Lance Livre;66.89;123077.60;1
61;2023-04-15;Lance Embutido;57.99;106701.60;3
61;2023-04-15;Lance Fixo;30;55200.00;2
61;2023-05-15;Lance Livre;51.43;94631.20;3
61;2023-05-15;Lance Embutido;58.34;107345.60;2
61;2023-05-15;Lance Fixo;30;55200.00;2
61;2023-06-15;Lance Livre;53.7;98808.00;4
61;2023-06-15;Lance Embutido;57.67;106112.80;4
61;2023-06-15;Lance Fixo;30;55200.00;2
61;2023-07-15;Lance Livre;57.47;105744.80;4
61;2023-07-15;Lance Embutido;55.58;102267.20;2
61;2023-07-15;Lance Fixo;30;55200.00;3
61;2023-08-15;Lance Livre;54.69;100629.60;5
61;2023-08-15;Lance Embutido;52.14;95937.60;5
61;2023-08-15;Lance Fixo;30;55200.00;1
61;2023-09-15;Lance Livre;57.52;105836.80;3
61;2023-09-15;Lance Embutido;56.36;103702.40;3
61;2023-09-15;Lance Fixo;30;55200.00;3
61;2023-10-15;Lance Livre;56.93;104751.20;4
61;2023-10-15;Lance Embutido;58.57;107768.80;4
61;2023-10-15;Lance Fixo;30;55200.00;2
61;2023-11-15;Lance Livre;51.54;94833.60;5
61;2023-11-15;Lance Embutido;57.6;105984.00;2
61;2023-11-15;Lance Fixo;30;55200.00;3
61;2023-12-15;Lance Livre;52.42;96452.80;3
61;2023-12-15;Lance Embutido;57.48;105763.20;3
61;2023-12-15;Lance Fixo;30;55200.00;2
61;2024-01-15;Lance Livre;53.49;98421.60;4
61;2024-01-15;Lance Embutido;56.17;103352.80;3
61;2024-01-15;Lance Fixo;30;55200.00;2
61;2024-02-15;Lance Livre;50.02;92036.80;5
61;2024-02-15;Lance Embutido;52.57;96728.80;5
61;2024-02-15;Lance Fixo;30;55200.00;3
61;2024-03-15;Lance Livre;57.99;106701.60;5
61;2024-03-15;Lance Embutido;48.99;90141.60;3
61;2024-03-15;Lance Fixo;30;55200.00;3
61;2024-04-15;Lance Livre;53.32;112825.12;3
61;2024-04-15;Lance Embutido;58.9;124632.40;2
61;2024-04-15;Lance Fixo;30;63480.00;2
61;2024-05-15;Lance Livre;50.39;106625.24;4
61;2024-05-15;Lance Embutido;54.08;114433.28;5
61;2024-05-15;Lance Fixo;30;63480.00;2
61;2024-06-15;Lance Livre;51.78;109566.48;4
61;2024-06-15;Lance Embutido;54.67;115681.72;3
61;2024-06-15;Lance Fixo;30;63480.00;2
61;2024-07-15;Lance Livre;50.21;106244.36;3
61;2024-07-15;Lance Embutido;54.61;115554.76;2
61;2024-07-15;Lance Fixo;30;63480.00;3
61;2024-08-15;Lance Livre;48.89;103451.24;2
61;2024-08-15;Lance Embutido;59.71;126346.36;4
61;2024-08-15;Lance Fixo;30;63480.00;2
61;2024-09-15;Lance Livre;58.88;124590.08;4
61;2024-09-15;Lance Embutido;56.08;118665.28;2
61;2024-09-15;Lance Fixo;30;63480.00;2
61;2024-10-15;Lance Livre;48.71;103070.36;5
61;2024-10-15;Lance Embutido;51.72;109439.52;3
61;2024-10-15;Lance Fixo;30;63480.00;3
61;2024-11-15;Lance Livre;54.89;116147.24;5
61;2024-11-15;Lance Embutido;57.17;120971.72;5
61;2024-11-15;Lance Fixo;30;63480.00;2
61;2024-12-15;Lance Livre;53.15;112465.40;2
61;2024-12-15;Lance Embutido;49.96;105715.36;2
61;2024-12-15;Lance Fixo;30;63480.00;1
61;2025-01-15;Lance Livre;55.42;117268.72;4
61;2025-01-15;Lance Embutido;59.24;125351.84;5
61;2025-01-15;Lance Fixo;30;63480.00;3
61;2025-02-15;Lance Livre;55.68;117818.88;4
61;2025-02-15;Lance Embutido;53.5;113206.00;3
61;2025-02-15;Lance Fixo;30;63480.00;3
61;2025-03-15;Lance Livre;54.12;114517.92;5
61;2025-03-15;Lance Embutido;56.93;120463.88;5
61;2025-03-15;Lance Fixo;30;63480.00;1
61;2025-04-15;Lance Livre;55.47;134980.70;4
61;2025-04-15;Lance Embutido;59.53;144860.30;5
61;2025-04-15;Lance Fixo;30;73002.00;3
61;2025-05-15;Lance Livre;59.27;144227.62;2
61;2025-05-15;Lance Embutido;55.96;136173.06;3
61;2025-05-15;Lance Fixo;30;73002.00;1
61;2025-06-15;Lance Livre;48.13;117119.54;4
61;2025-06-15;Lance Embutido;50.33;122473.02;2
61;2025-06-15;Lance Fixo;30;73002.00;1
61;2025-07-15;Lance Livre;48.18;117241.21;2
61;2025-07-15;Lance Embutido;56.34;137097.76;2
61;2025-07-15;Lance Fixo;30;73002.00;3
61;2025-08-15;Lance Livre;51.73;125879.78;4
61;2025-08-15;Lance Embutido;53.48;130138.23;3
61;2025-08-15;Lance Fixo;30;73002.00;3
61;2025-09-15;Lance Livre;54.56;132766.30;4
61;2025-09-15;Lance Embutido;58.13;141453.54;3
61;2025-09-15;Lance Fixo;30;73002.00;1
62;2022-05-15;Lance Livre;83.06;132896.00;1
62;2022-05-15;Lance Embutido;87.46;139936.00;1
62;2022-05-15;Lance Fixo;30;48000.00;1
62;2022-06-15;Lance Livre;77.39;123824.00;1
62;2022-06-15;Lance Embutido;94.86;151776.00;1
62;2022-06-15;Lance Fixo;30;48000.00;1
62;2022-07-15;Lance Livre;77.51;124016.00;1
62;2022-07-15;Lance Embutido;91.18;145888.00;1
62;2022-07-15;Lance Fixo;30;48000.00;1
62;2022-08-15;Lance Livre;64.79;103664.00;2
62;2022-08-15;Lance Embutido;67.25;107600.00;3
62;2022-08-15;Lance Fixo;30;48000.00;2
62;2022-09-15;Lance Livre;56.54;90464.00;2
62;2022-09-15;Lance Embutido;69.26;110816.00;2
62;2022-09-15;Lance Fixo;30;48000.00;1
62;2022-10-15;Lance Livre;62.74;100384.00;2
62;2022-10-15;Lance Embutido;65.73;105168.00;2
62;2022-10-15;Lance Fixo;30;48000.00;1
62;2022-11-15;Lance Livre;61.26;98016.00;2
62;2022-11-15;Lance Embutido;62.76;100416.00;2
62;2022-11-15;Lance Fixo;30;48000.00;3
62;2022-12-15;Lance Livre;61.72;98752.00;1
62;2022-12-15;Lance Embutido;73.3;117280.00;1
62;2022-12-15;Lance Fixo;30;48000.00;1
62;2023-01-15;Lance Livre;64.01;102416.00;3
62;2023-01-15;Lance Embutido;65.12;104192.00;1
62;2023-01-15;Lance Fixo;30;48000.00;1
62;2023-02-15;Lance Livre;55.1;88160.00;2
62;2023-02-15;Lance Embutido;57.8;92480.00;2
62;2023-02-15;Lance Fixo;30;48000.00;1
62;2023-03-15;Lance Livre;56.59;90544.00;2
62;2023-03-15;Lance Embutido;72.65;116240.00;3
62;2023-03-15;Lance Fixo;30;48000.00;1
62;2023-04-15;Lance Livre;71.46;131486.40;2
62;2023-04-15;Lance Embutido;66.82;122948.80;2
62;2023-04-15;Lance Fixo;30;55200.00;1
62;2023-05-15;Lance Livre;54.18;99691.20;4
62;2023-05-15;Lance Embutido;57.2;105248.00;3
62;2023-05-15;Lance Fixo;30;55200.00;1
62;2023-06-15;Lance Livre;58.35;107364.00;5
62;2023-06-15;Lance Embutido;48.35;88964.00;2
62;2023-06-15;Lance Fixo;30;55200.00;2
62;2023-07-15;Lance Livre;51.9;95496.00;4
62;2023-07-15;Lance Embutido;54.94;101089.60;5
62;2023-07-15;Lance Fixo;30;55200.00;1
62;2023-08-15;Lance Livre;58.12;106940.80;2
62;2023-08-15;Lance Embutido;52.68;96931.20;4
62;2023-08-15;Lance Fixo;30;55200.00;2
62;2023-09-15;Lance Livre;58.29;107253.60;3
62;2023-09-15;Lance Embutido;52.28;96195.20;4
62;2023-09-15;Lance Fixo;30;55200.00;2
62;2023-10-15;Lance Livre;57.68;106131.20;3
62;2023-10-15;Lance Embutido;48.32;88908.80;3
62;2023-10-15;Lance Fixo;30;55200.00;3
62;2023-11-15;Lance Livre;59.48;109443.20;2
62;2023-11-15;Lance Embutido;50.29;92533.60;2
62;2023-11-15;Lance Fixo;30;55200.00;3
62;2023-12-15;Lance Livre;48.73;89663.20;3
62;2023-12-15;Lance Embutido;54.92;101052.80;2
62;2023-12-15;Lance Fixo;30;55200.00;2
62;2024-01-15;Lance Livre;52.48;96563.20;2
62;2024-01-15;Lance Embutido;50.08;92147.20;5
62;2024-01-15;Lance Fixo;30;55200.00;1
62;2024-02-15;Lance Livre;51.44;94649.60;4
62;2024-02-15;Lance Embutido;54.9;101016.00;3
62;2024-02-15;Lance Fixo;30;55200.00;1
62;2024-03-15;Lance Livre;51.02;93876.80;4
62;2024-03-15;Lance Embutido;52.93;97391.20;3
62;2024-03-15;Lance Fixo;30;55200.00;2
62;2024-04-15;Lance Livre;56.41;119363.56;4
62;2024-04-15;Lance Embutido;54.55;115427.80;5
62;2024-04-15;Lance Fixo;30;63480.00;1
62;2024-05-15;Lance Livre;57.61;121902.76;2
62;2024-05-15;Lance Embutido;53.93;114115.88;3
62;2024-05-15;Lance Fixo;30;63480.00;2
62;2024-06-15;Lance Livre;49.48;104699.68;2
62;2024-06-15;Lance Embutido;58.54;123870.64;5
62;2024-06-15;Lance Fixo;30;63480.00;2
62;2024-07-15;Lance Livre;58.02;122770.32;4
62;2024-07-15;Lance Embutido;54.65;115639.40;2
62;2024-07-15;Lance Fixo;30;63480.00;1
62;2024-08-15;Lance Livre;57.32;121289.12;5
62;2024-08-15;Lance Embutido;55.72;117903.52;5
62;2024-08-15;Lance Fixo;30;63480.00;1
62;2024-09-15;Lance Livre;52.48;111047.68;2
62;2024-09-15;Lance Embutido;49.25;104213.00;5
62;2024-09-15;Lance Fixo;30;63480.00;1
62;2024-10-15;Lance Livre;55.87;118220.92;5
62;2024-10-15;Lance Embutido;58.59;123976.44;4
62;2024-10-15;Lance Fixo;30;63480.00;3
62;2024-11-15;Lance Livre;57.63;121945.08;3
62;2024-11-15;Lance Embutido;56.28;119088.48;4
62;2024-11-15;Lance Fixo;30;63480.00;1
62;2024-12-15;Lance Livre;56.64;119850.24;4
62;2024-12-15;Lance Embutido;48.06;101694.96;5
62;2024-12-15;Lance Fixo;30;63480.00;3
62;2025-01-15;Lance Livre;57.21;121056.36;2
62;2025-01-15;Lance Embutido;59.86;126663.76;4
62;2025-01-15;Lance Fixo;30;63480.00;1
62;2025-02-15;Lance Livre;57.57;121818.12;3
62;2025-02-15;Lance Embutido;49.57;104890.12;2
62;2025-02-15;Lance Fixo;30;63480.00;2
62;2025-03-15;Lance Livre;56.33;119194.28;5
62;2025-03-15;Lance Embutido;59.65;126219.40;5
62;2025-03-15;Lance Fixo;30;63480.00;3
62;2025-04-15;Lance Livre;48.09;117022.21;3
62;2025-04-15;Lance Embutido;58.62;142645.91;4
62;2025-04-15;Lance Fixo;30;73002.00;1
62;2025-05-15;Lance Livre;52.01;126561.13;2
62;2025-05-15;Lance Embutido;57.83;140723.52;2
62;2025-05-15;Lance Fixo;30;73002.00;1
62;2025-06-15;Lance Livre;49.71;120964.31;4
62;2025-06-15;Lance Embutido;58.63;142670.24;4
62;2025-06-15;Lance Fixo;30;73002.00;2
62;2025-07-15;Lance Livre;51.65;125685.11;4
62;2025-07-15;Lance Embutido;58.92;143375.93;2
62;2025-07-15;Lance Fixo;30;73002.00;1
62;2025-08-15;Lance Livre;57.99;141112.87;3
62;2025-08-15;Lance Embutido;50.37;122570.36;2
62;2025-08-15;Lance Fixo;30;73002.00;3
62;2025-09-15;Lance Livre;57.1;138947.14;2
62;2025-09-15;Lance Embutido;49.97;121597.00;3
62;2025-09-15;Lance Fixo;30;73002.00;3
63;2022-05-15;Lance Livre;91.05;145680.00;1
63;2022-05-15;Lance Embutido;79.55;127280.00;1
63;2022-05-15;Lance Fixo;30;48000.00;1
63;2022-06-15;Lance Livre;77.1;123360.00;1
63;2022-06-15;Lance Embutido;85.09;136144.00;1
63;2022-06-15;Lance Fixo;30;48000.00;1
63;2022-07-15;Lance Livre;88.5;141600.00;1
63;2022-07-15;Lance Embutido;94.88;151808.00;1
63;2022-07-15;Lance Fixo;30;48000.00;1
63;2022-08-15;Lance Livre;61.89;99024.00;3
63;2022-08-15;Lance Embutido;67.36;107776.00;1
63;2022-08-15;Lance Fixo;30;48000.00;1
63;2022-09-15;Lance Livre;63.88;102208.00;3
63;2022-09-15;Lance Embutido;67.84;108544.00;2
63;2022-09-15;Lance Fixo;30;48000.00;2
63;2022-10-15;Lance Livre;57.58;92128.00;1
63;2022-10-15;Lance Embutido;68.5;109600.00;2
63;2022-10-15;Lance Fixo;30;48000.00;2
63;2022-11-15;Lance Livre;67.51;108016.00;3
63;2022-11-15;Lance Embutido;57.2;91520.00;2
63;2022-11-15;Lance Fixo;30;48000.00;3
63;2022-12-15;Lance Livre;68.76;110016.00;1
63;2022-12-15;Lance Embutido;67.67;108272.00;3
